RANK,NAME,EVENT,SG:T,SG:T2G,SG:P,SG:OTT,SG:APP,SG:ARG
7,Hideki Matsuyama,farmers,9.282,8.562,0.719,1.039,5.24,2.284
9,Rory McIlroy,farmers,5.589,6.282,-0.694,3.704,0.218,2.362
10,Sepp Straka,farmers,7.282,1.977,5.304,2.052,-0.296,0.222
11,Tony Finau,farmers,6.589,9.546,-2.958,2.361,4.437,2.75
12,Charles Howell III,farmers,6.589,4.202,2.386,4.496,-0.32,0.028
13,Joel Dahmen,farmers,5.589,-1.358,6.946,-0.124,-2.535,1.303
14,Michael Thompson,farmers,6.589,5.063,1.525,0.27,4.344,0.451
15,Scott Brown,farmers,6.589,1.65,4.938,-0.1,-0.231,1.983
16,Jason Kokrak,farmers,8.282,3.062,5.219,1.882,-0.417,1.598
17,Gary Woodland,farmers,8.589,7.847,0.741,3.01,5.185,-0.346
17,Ryan Palmer,farmers,4.589,5.37,-0.782,-0.114,6.091,-0.605
19,Jim Knous,farmers,5.282,-0.216,5.497,0.667,0.204,-1.086
20,Hank Lebioda,farmers,5.282,0.614,4.667,0.382,-0.91,1.143
21,Bud Cauley,farmers,4.282,1.235,3.046,-0.858,0.136,1.958
22,Cameron Smith,farmers,10.282,4.045,6.236,-1.965,4.934,1.077
23,Sung Kang,farmers,8.282,3.393,4.888,-2.734,2.673,3.455
24,Matt Jones,farmers,5.282,4.455,0.826,0.232,2.709,1.515
25,Sangmoon Bae,farmers,2.282,-0.463,2.744,1.324,-2.21,0.424
26,Robert Streb,farmers,2.589,1.486,1.102,0.723,2.746,-1.981
27,Patrick Reed,farmers,7.282,-0.178,7.459,-1.776,-0.878,2.477
28,Tiger Woods,farmers,6.589,5.856,0.732,0.632,4.26,0.966
29,Danny Willett,farmers,7.282,7.044,0.237,-1.272,5.15,3.167
29,Jordan Spieth,farmers,-0.718,-0.712,-0.007,0.68,0.392,-1.783
31,Si Woo Kim,farmers,2.282,2.01,0.271,3.427,-1.846,0.43
32,Scott Stallings,farmers,1.282,1.781,-0.5,-0.19,2.805,-0.833
33,Luke List,farmers,1.589,5.209,-3.621,3.513,0.829,0.869
33,Sam Burns,farmers,-1.411,-0.152,-1.26,2.085,-3.653,1.418
35,Julián Etulain,farmers,-1.411,-3.682,2.27,0.547,-3.008,-1.219
36,Martin Laird,farmers,-2.411,-2.934,0.522,0.553,-2.783,-0.702
37,Wyndham Clark,farmers,0.589,1.079,-0.491,3.082,-3.658,1.657
38,Trey Mullinax,farmers,6.589,7.857,-1.269,0.587,6.802,0.47
39,Keegan Bradley,farmers,2.282,2.215,0.066,0.132,2.061,0.023
40,Xander Schauffele,farmers,5.589,2.109,3.479,0.376,0.461,1.274
41,Sam Ryder,farmers,1.282,-2.316,3.597,0.776,-0.572,-2.519
42,Mackenzie Hughes,farmers,5.282,4.034,1.247,-0.232,3.396,0.871
43,Jonas Blixt,farmers,3.589,1.376,2.212,-0.501,0.709,1.17
44,Ryan Blaum,farmers,-1.718,-0.674,-1.045,-0.3,1.27,-1.643
45,Rickie Fowler,farmers,-6.411,-3.889,-2.523,1.412,-4.868,-0.431
46,John Huh,farmers,3.589,-0.94,4.528,-0.662,1.143,-1.419
47,J.T. Poston,farmers,0.589,-0.423,1.011,-0.593,-0.145,0.317
47,Brandon Hagy,farmers,-1.411,-2.859,1.447,1.433,-1.833,-2.457
49,Sungjae Im,farmers,-1.411,0.786,-2.198,0.928,1.714,-1.854
50,Braden Thornberry,farmers,-2.411,-0.05,-2.362,1.065,1.256,-2.369
51,Adam Svensson,farmers,4.282,2.882,1.399,0.204,0.035,2.644
52,Nick Taylor,farmers,-0.411,-2.593,2.181,-0.574,-1.487,-0.53
53,Chris Thompson,farmers,-3.411,-4.328,0.916,-2.481,1.025,-2.87
54,Beau Hossler,farmers,-2.718,-2.735,0.016,-1.331,-1.49,0.087
55,Russell Knox,farmers,-0.718,1.869,-2.588,-1.924,3.532,0.262
56,Stephan Jaeger,farmers,-1.411,-3.759,2.347,-2.669,-0.473,-0.615
56,John Senden,farmers,-1.718,0.335,-2.054,-0.334,1.071,-0.401
58,Cameron Davis,farmers,-1.411,-4.119,2.707,2.046,0.151,-6.314
59,Marc Leishman,farmers,0.282,-0.143,0.424,-0.724,0.965,-0.383
60,Bill Haas,farmers,-2.718,4.142,-6.861,0.294,1.472,2.377
61,Joaquin Niemann,farmers,-7.718,-3.085,-4.634,-0.716,1.075,-3.443
62,Rory Sabbatini,farmers,-5.411,-8.905,3.493,-1.794,-5.768,-1.341
62,C.T. Pan,farmers,-7.718,-6.478,-1.241,-2.695,-1.845,-1.937
64,Grayson Murray,farmers,-2.718,-4.419,1.7,1.3,-4.497,-1.221
65,Kevin Tway,farmers,2.282,2.974,-0.693,1.572,-2.209,3.612
66,Emiliano Grillo,farmers,-1.718,2.638,-4.357,0.67,3.405,-1.436
67,Nicholas Lindheim,farmers,0.589,2.27,-1.682,-0.543,1.763,1.052
68,Adam Schenk,farmers,2.282,-0.175,2.456,-0.662,0.012,0.476
69,Brandt Snedeker,farmers,-2.718,-2.328,-0.391,-1.532,-5.468,4.673
70,Nick Watney,farmers,-6.411,-2.136,-4.276,0.551,-3.633,0.948
71,Sean O'Hair,farmers,-3.718,-4.153,0.434,-2.733,-0.886,-0.533
72,Ben Silverman,farmers,-0.411,3.02,-3.432,-0.294,-2.365,5.681
73,Sebastián Muñoz,farmers,-5.718,-1.985,-3.734,0.289,-1.118,-1.155
74,John Chin,farmers,-7.718,-3.235,-4.484,-0.618,-2.024,-0.592
75,Chris Stroud,farmers,1.589,-2.348,3.936,-1.996,-1.368,1.018
76,Shawn Stefani,farmers,-3.718,-2.05,-1.669,-6.597,2.09,2.458
77,Morgan Hoffmann,farmers,-5.718,-2.415,-3.304,-2.057,-1.604,1.247
1,Matt Kuchar,wmopen,10.058,6.649,3.409,2.236,1.559,2.857
2,Branden Grace,wmopen,13.058,9.143,3.915,1.511,4.554,3.081
3,Rickie Fowler,wmopen,15.058,5.519,9.539,5.639,2.355,-2.472
4,Bubba Watson,wmopen,10.058,11.189,-1.131,7.347,4.564,-0.719
5,Harold Varner III,wmopen,8.058,8.176,-0.118,2.965,3.308,1.906
6,Gary Woodland,wmopen,9.058,9.546,-0.488,6.248,1.872,1.429
7,Byeong Hun An,wmopen,6.058,6.474,-0.416,-1.79,3.55,4.717
8,Justin Thomas,wmopen,12.058,9.383,2.675,1.01,8.457,-0.081
9,Chez Reavie,wmopen,10.058,5.455,4.603,2.058,1.853,1.547
10,Trey Mullinax,wmopen,7.058,3.478,3.58,5.215,1.057,-2.791
10,Jon Rahm,wmopen,8.058,4.93,3.128,1.671,1.906,1.356
12,Jason Kokrak,wmopen,6.058,5.067,0.991,1.477,3.663,-0.07
13,Brandon Harkins,wmopen,5.058,6.543,-1.485,2.786,2.321,1.439
14,Bud Cauley,wmopen,5.058,2.507,2.551,-1.997,3.441,1.066
14,Russell Henley,wmopen,7.058,6.072,0.986,3.254,3.073,-0.252
16,Cameron Smith,wmopen,7.058,3.192,3.866,-2.089,4.041,1.243
17,Charley Hoffman,wmopen,6.058,4.683,1.375,2.072,1.916,0.698
18,Hideki Matsuyama,wmopen,7.058,11.141,-4.083,2.694,6.797,1.653
19,Russell Knox,wmopen,8.058,4.162,3.896,1.848,-0.679,2.996
20,Hunter Mahan,wmopen,4.058,-0.218,4.276,1.386,1.553,-3.154
21,Chris Stroud,wmopen,9.058,0.33,8.728,-4.438,1.275,3.496
21,Kevin Kisner,wmopen,5.058,2.846,2.212,3.907,0.461,-1.519
23,Xander Schauffele,wmopen,8.058,3.083,4.975,-0.773,0.489,3.37
24,Chesson Hadley,wmopen,6.058,2.926,3.132,0.196,3.562,-0.829
25,Beau Hossler,wmopen,3.058,-1.826,4.884,3.646,-3.836,-1.633
26,Matthew Wolff,wmopen,1.058,-0.434,1.492,2,-1.866,-0.565
27,Denny McCarthy,wmopen,4.058,1.455,2.603,1.747,0.14,-0.429
28,Martin Laird,wmopen,5.058,0.549,4.509,0.393,1.5,-1.341
29,Tyrrell Hatton,wmopen,7.058,7.033,0.025,3.238,-3.019,6.817
30,Sungjae Im,wmopen,9.058,8.072,0.986,0.31,2.766,4.999
31,Adam Hadwin,wmopen,2.058,2.138,-0.08,2.38,-1.702,1.463
32,Emiliano Grillo,wmopen,4.058,8.535,-4.477,4.794,1.626,2.118
33,Alex Noren,wmopen,2.058,0.978,1.08,-1.172,2.55,-0.397
34,Nick Watney,wmopen,3.058,-0.923,3.981,-2.212,1.388,-0.096
35,Webb Simpson,wmopen,6.058,5.475,0.583,-4.042,5.692,3.828
36,Ollie Schniederjans,wmopen,4.058,5.261,-1.203,1.279,3.709,0.276
37,David Hearn,wmopen,4.058,-1.942,6,1.409,-5.276,1.928
38,Kevin Streelman,wmopen,1.058,3.523,-2.465,2.015,0.164,1.347
38,Kiradech Aphibarnrat,wmopen,4.058,-4.135,8.193,-0.955,-3.383,0.206
40,Jhonattan Vegas,wmopen,8.058,9.478,-1.42,3.398,0.75,5.333
41,Tom Hoge,wmopen,2.058,-1.584,3.642,-3.174,0.588,1.005
42,Scott Piercy,wmopen,6.058,0.608,5.45,1.345,2.201,-2.935
43,Grayson Murray,wmopen,-0.942,2.184,-3.126,1.046,-1.452,2.593
44,Zach Johnson,wmopen,3.058,4.703,-1.645,-0.245,4.96,-0.009
44,Brian Harman,wmopen,3.058,7.263,-4.205,0.397,2.929,3.94
46,J.B. Holmes,wmopen,5.058,7.036,-1.978,3.966,2.729,0.344
47,Jimmy Walker,wmopen,2.058,-2.269,4.327,0.447,-5.199,2.486
48,Sam Ryder,wmopen,-1.942,1.396,-3.338,-0.643,0.881,1.161
49,Danny Lee,wmopen,2.058,0.618,1.44,0.529,0.843,-0.751
50,C.T. Pan,wmopen,-1.942,-2.276,0.334,-2.053,-2.885,2.665
51,Adam Schenk,wmopen,0.058,3.708,-3.65,3.201,2.27,-1.76
52,Kevin Na,wmopen,-1.942,-0.992,-0.95,-0.198,-4.168,3.377
52,Ryan Palmer,wmopen,-1.942,-2.403,0.461,0.995,-0.764,-2.631
54,Billy Horschel,wmopen,3.058,-2.333,5.391,-1.294,-1.692,0.656
55,Max Homa,wmopen,5.058,4.105,0.953,2.767,2.935,-1.594
56,Keith Mitchell,wmopen,-6.942,-1.214,-5.728,2.046,0.867,-4.124
56,Andrew Landry,wmopen,-1.942,-1.33,-0.612,4.221,-2.205,-3.343
58,J.T. Poston,wmopen,5.058,0.798,4.26,-3.675,1.808,2.668
59,Cameron Champ,wmopen,-2.942,-6.352,3.41,-1.171,0.318,-5.496
60,Stewart Cink,wmopen,1.058,-0.386,1.444,-4.353,-0.394,4.364
61,Carlos Ortiz,wmopen,-1.942,3.172,-5.114,2.891,2.28,-1.996
62,Keegan Bradley,wmopen,-2.942,6.073,-9.015,0.956,5.303,-0.183
63,Brian Gay,wmopen,0.058,-4.488,4.546,-3.791,-1.391,0.697
64,Freddie Jacobson,wmopen,-3.942,-4.919,0.977,-0.936,1.485,-5.465
64,John Catlin,wmopen,2.058,-0.644,2.702,-0.027,0.908,-1.522
66,Brandt Snedeker,wmopen,0.058,-3.272,3.33,-5.56,1.644,0.647
67,J.J. Spaun,wmopen,1.058,-1.65,2.708,-1.703,-1.083,1.139
68,John Huh,wmopen,-3.942,-5.171,1.229,-4.206,-1.39,0.428
69,James Hahn,wmopen,-2.942,-1.933,-1.009,-1.658,-2.474,2.202
70,Chris Kirk,wmopen,1.058,7.019,-5.961,-3.329,9.194,1.157
71,Satoshi Kodaira,wmopen,-5.942,-3.277,-2.665,-1.352,0.104,-2.026
72,Richy Werenski,wmopen,-1.942,-0.858,-1.084,0.658,-3.554,2.041
73,Brian Stuard,wmopen,0.058,-1.399,1.457,-2.476,0.019,1.061
1,Scott Langley,att,2.329,1.745,0.584,-0.446,-0.345,2.536
2,Scott Stallings,att,8.078,8.779,-0.701,-0.251,5.964,3.066
3,Jason Day,att,4.329,4.109,0.22,1.744,2.965,-0.6
4,Kevin Streelman,att,8.329,6.908,1.421,1.52,5.805,-0.417
5,Phil Mickelson,att,9.329,7.917,1.412,0.753,6.992,0.172
6,Chris Stroud,att,3.521,0.305,3.216,-1.647,1.707,0.245
7,Si Woo Kim,att,8.521,4.097,4.424,1.448,1.52,1.129
8,Paul Casey,att,2.521,3.613,-1.092,0.356,2.047,1.21
9,Michael Thompson,att,6.078,5.452,0.626,0.772,3.185,1.495
10,Sung Kang,att,2.521,5.532,-3.011,1.668,4.442,-0.578
11,D.J. Trahan,att,5.329,2.418,2.911,1.617,-0.076,0.877
12,Brian Gay,att,4.329,2.468,1.861,0.579,1.984,-0.095
13,Brandon Harkins,att,1.521,2.478,-0.957,1.198,-0.298,1.578
14,Roberto Díaz,att,3.521,-0.203,3.724,-0.867,0.332,0.332
15,Tyler Duncan,att,0.521,3.06,-2.539,1.486,-0.307,1.881
16,Cameron Champ,att,6.078,3.723,2.355,2.596,1.981,-0.854
17,Max Homa,att,2.521,0.292,2.229,-0.863,0.122,1.033
18,Hank Lebioda,att,0.521,2.303,-1.782,0.13,0.313,1.86
19,Matt Every,att,2.329,1.431,0.898,0.851,-3.162,3.742
20,Martin Trainer,att,0.521,0.053,0.468,2.614,-1.705,-0.856
20,Adam Hadwin,att,2.078,1.956,0.122,1.714,0.145,0.097
22,Scott Piercy,att,-0.479,1.463,-1.942,1.5,-0.226,0.189
23,Lucas Glover,att,6.078,2.052,4.026,1.297,2.193,-1.438
24,Jordan Spieth,att,-4.671,-4.716,0.045,-4.056,-2.285,1.625
25,Jim Furyk,att,6.078,4.695,1.383,0.692,3.882,0.121
26,Rafa Cabrera Bello,att,2.078,1.742,0.336,1.331,1.335,-0.924
27,Matt Kuchar,att,4.329,3.047,1.282,1.048,2.096,-0.097
28,Tony Finau,att,3.521,0.202,3.319,-1.631,1.691,0.142
29,Brady Schnell,att,2.329,1.311,1.018,1.559,-0.56,0.312
30,Russell Knox,att,4.329,3.831,0.498,1.382,1.853,0.596
31,Trey Mullinax,att,3.329,4.471,-1.142,0.698,1.613,2.16
32,Graeme McDowell,att,3.521,2.307,1.214,0.278,2.79,-0.761
33,Matt Jones,att,1.078,1.569,-0.491,0.584,1.525,-0.54
34,Branden Grace,att,1.521,1.656,-0.135,1.609,0.938,-0.891
35,Dustin Johnson,att,0.329,1.502,-1.173,2.767,-1.866,0.601
36,Kevin Kisner,att,-0.671,-2.387,1.716,1.188,-0.705,-2.87
37,Andrew Putnam,att,3.078,2.226,0.852,-0.498,0.393,2.331
38,Brian Stuard,att,2.521,2.938,-0.417,-1.282,3.075,1.145
39,Patrick Reed,att,2.329,-1.09,3.419,-1.236,-0.077,0.223
39,Jonas Blixt,att,-1.671,-2.916,1.245,0.152,-1.022,-2.046
41,Chez Reavie,att,0.329,-1.56,1.889,1.143,0.064,-2.767
42,Jonathan Byrd,att,-0.479,-1.606,1.127,-2.959,2.156,-0.803
43,Tommy Fleetwood,att,2.329,2.028,0.301,-0.412,3.771,-1.331
44,Tom Lovelady,att,1.521,2.856,-1.335,0.87,-2.051,4.037
45,Ben Silverman,att,-0.479,-2.879,2.4,0.737,-1.535,-2.081
46,Nick Taylor,att,2.521,1.236,1.285,1.681,-0.392,-0.053
47,Ernie Els,att,0.329,-0.877,1.206,-0.292,-0.832,0.247
47,Sam Saunders,att,2.521,0.293,2.228,-1.983,3.364,-1.088
49,Adam Schenk,att,3.329,0.859,2.47,-0.226,1.276,-0.191
50,Nate Lashley,att,3.521,2.029,1.492,-0.748,1.712,1.065
51,Cameron Tringale,att,-1.479,0.005,-1.484,-0.316,-2.071,2.392
52,Cody Gribble,att,-6.922,-6.037,-0.885,-0.363,-7.125,1.451
53,Alex Prugh,att,-1.479,-3.154,1.675,0.824,-2.261,-1.717
54,Johnson Wagner,att,-2.922,-2.35,-0.572,0.482,-1.708,-1.124
55,Josh Teater,att,1.329,1.66,-0.331,0.2,1.685,-0.225
56,John Rollins,att,-4.479,-3.43,-1.049,-1.442,-2.031,0.043
57,Julián Etulain,att,1.521,-1.395,2.916,-2.424,-0.582,1.611
58,Cameron Davis,att,-1.922,-2.433,0.511,-2.11,1.186,-1.509
59,Roberto Castro,att,0.521,2.016,-1.495,-0.961,2.145,0.832
60,Curtis Luck,att,0.329,-0.926,1.255,-0.403,-2.028,1.505
1,Rory McIlroy,genesis,12.109,9.228,2.881,4.823,3.813,0.591
2,Justin Thomas,genesis,14.109,7.958,6.151,-0.706,6.047,2.616
3,J.B. Holmes,genesis,15.109,6.939,8.17,0.502,5.393,1.043
4,Jon Rahm,genesis,8.109,3.392,4.717,2.134,-0.263,1.52
5,Matt Kuchar,genesis,5.109,6.111,-1.002,-0.2,3.9,2.41
6,Bryson DeChambeau,genesis,7.109,5.679,1.43,1.842,1.175,2.661
7,Michael Thompson,genesis,9.109,9.242,-0.133,3.208,5.538,0.495
8,Jason Kokrak,genesis,3.109,7.104,-3.995,2.018,4.734,0.351
9,Kelly Kraft,genesis,8.109,3.745,4.364,1.859,2.664,-0.779
10,Paul Casey,genesis,6.109,10.998,-4.889,3.95,1.032,6.015
11,Marc Leishman,genesis,12.109,7.4,4.709,0.532,6.365,0.502
12,Hideki Matsuyama,genesis,8.109,7.546,0.563,2.638,1.604,3.303
13,Bubba Watson,genesis,7.109,4.395,2.714,2.28,-1.041,3.155
14,Tony Finau,genesis,7.109,2.213,4.896,4.249,0.981,-3.018
15,Adam Scott,genesis,9.109,5.241,3.868,1.998,0.577,2.665
