RANK,NAME,EVENT,SG:T,SG:T2G,SG:P,SG:OTT,SG:APP,SG:ARG
72,Pat Perez,rbc,-4.187,-1.804,-2.383,-4.65,-2.173,5.019
73,David Hearn,rbc,-1.187,-2.02,0.833,-1.87,-0.204,0.054
74,Mark Hubbard,rbc,-8.187,-7.572,-0.615,-7.109,-2.604,2.141
1,Tony Finau,valero,13.326,11.261,2.065,4.435,6.681,0.145
2,Brooks Koepka,valero,15.326,13.484,1.842,0.539,7.534,5.411
3,Brian Gay,valero,11.326,3.576,7.75,1.553,2.356,-0.333
4,Sebastián Muñoz,valero,5.326,1.655,3.671,2.229,0.638,-1.212
5,Bud Cauley,valero,10.326,6.306,4.02,3.95,5.343,-2.987
6,Kevin Chappell,valero,16.326,13.26,3.066,4.406,8.099,0.755
7,Sung Kang,valero,11.326,3.793,7.533,1.256,-0.128,2.665
8,Ryan Palmer,valero,11.326,8.569,2.757,3.965,5.612,-1.008
9,Aaron Baddeley,valero,12.326,8.311,4.015,-2.709,8.433,2.587
9,John Huh,valero,6.326,5.427,0.899,1.311,3.18,0.936
11,Jimmy Walker,valero,9.326,4.874,4.452,1.607,2.075,1.192
12,Branden Grace,valero,10.326,12.166,-1.84,4.604,5.324,2.238
13,Nick Taylor,valero,6.326,7.562,-1.236,1.653,4.466,1.443
14,Graeme McDowell,valero,5.326,-0.142,5.468,1.145,0.74,-2.027
15,Cameron Smith,valero,11.326,11.102,0.224,0.073,0.468,10.561
16,Kevin Tway,valero,13.326,9.362,3.964,2.417,4.807,2.138
17,Nicholas Lindheim,valero,5.326,1.973,3.353,-2.07,2.376,1.667
18,Martin Laird,valero,7.326,9.276,-1.95,0.712,5.261,3.303
19,J.J. Spaun,valero,1.326,0.753,0.573,0.916,0.186,-0.349
20,Camilo Villegas,valero,10.326,10.388,-0.062,-0.605,4.782,6.211
21,Andrew Johnston,valero,2.326,-2.67,4.996,1.804,-3.338,-1.136
21,Jim Herman,valero,7.326,8.087,-0.761,4.444,3.831,-0.188
23,Stewart Cink,valero,6.326,3.959,2.367,1.315,6.239,-3.595
24,Gonzalo Fernandez-Castaño,valero,9.326,2.541,6.785,2.525,2.348,-2.332
25,Matt Jones,valero,9.326,6.982,2.344,1.75,0.32,4.912
26,Ryan Moore,valero,7.326,6.152,1.174,1.068,3.681,1.403
27,Robby Shelton,valero,8.326,3.129,5.197,-1.319,5.032,-0.584
28,Si Woo Kim,valero,6.326,5.525,0.801,2.681,3.202,-0.358
29,Ryan Brehm,valero,4.326,0.65,3.676,-3.649,4.866,-0.567
30,Smylie Kaufman,valero,3.326,5.383,-2.057,-1.338,2.924,3.797
31,Geoff Ogilvy,valero,5.326,7.183,-1.857,1.124,3.23,2.829
31,Ollie Schniederjans,valero,7.326,4.906,2.42,1.207,5.71,-2.011
33,Michael Thompson,valero,1.326,-3.458,4.784,-1.317,-2.743,0.602
34,J.J. Henry,valero,6.326,3.579,2.747,0.029,1.164,2.386
35,Blayne Barber,valero,-2.674,-8.904,6.23,-0.188,-5.023,-3.693
36,Matt Kuchar,valero,2.326,4.405,-2.079,1.054,2.727,0.624
37,Charley Hoffman,valero,2.326,3.695,-1.369,1.985,0.969,0.741
38,Seamus Power,valero,-1.674,5.429,-7.103,1.717,6.088,-2.376
39,Ben Crane,valero,2.326,-0.582,2.908,-0.614,-0.5,0.532
40,Kyle Reifers,valero,3.326,4.25,-0.924,0.972,-1.084,4.362
41,Harold Varner III,valero,2.326,2.428,-0.102,-0.586,5.661,-2.647
42,Kevin Streelman,valero,0.326,6.518,-6.192,2.409,3.316,0.793
43,Jonathan Randolph,valero,5.326,4.144,1.182,0.754,3.445,-0.055
44,J.T. Poston,valero,5.326,2.648,2.678,1.191,2.038,-0.581
45,Jhonattan Vegas,valero,4.326,3.532,0.794,-0.302,3.349,0.485
45,Ken Duke,valero,-1.674,-1.707,0.033,-0.501,0.225,-1.431
47,Brandon Hagy,valero,4.326,-3.519,7.845,-3.631,-6.192,6.304
48,Byeong Hun An,valero,2.326,4.719,-2.393,3.882,-2.087,2.924
49,Billy Hurley III,valero,3.326,2.429,0.897,-0.244,2.749,-0.076
50,Tag Ridings,valero,2.326,-2.584,4.91,-0.648,-1.193,-0.743
51,Bob Estes,valero,5.326,1.438,3.888,-0.788,-2.88,5.106
52,Andres Gonzales,valero,2.326,4.059,-1.733,3.05,-1.424,2.433
53,Carl Pettersson,valero,8.326,1.298,7.028,-4.564,3.947,1.915
54,Jamie Lovemark,valero,2.326,3.091,-0.765,-3.025,0.727,5.389
55,Jason Kokrak,valero,-3.674,-1.114,-2.56,3.786,-4.086,-0.814
56,Wesley McClain,valero,-2.674,-4.786,2.112,-0.536,-1.418,-2.832
57,Troy Merritt,valero,1.326,3.666,-2.34,3.24,3.348,-2.922
58,Dominic Bozzelli,valero,-4.674,-2.538,-2.136,2.565,-1.986,-3.117
59,Daniel Summerhays,valero,-1.674,-5.14,3.466,0.605,-4.318,-1.427
60,Justin Leonard,valero,-1.674,-2.526,0.852,1.858,-3.397,-0.987
60,Zack Sucher,valero,0.326,-1.417,1.743,-2.978,1.184,0.377
62,Shawn Stefani,valero,1.326,-0.495,1.821,-0.321,-1.716,1.542
63,Andrew Loupe,valero,-4.674,-5.147,0.473,-2.755,-0.229,-2.163
64,Freddie Jacobson,valero,0.326,-2.437,2.763,2.07,-4.632,0.125
64,Ricky Barnes,valero,-3.674,-2.356,-1.318,-1.165,1.347,-2.538
66,Ryo Ishikawa,valero,-5.674,-4.752,-0.922,-2.917,-2.226,0.391
67,Cameron Percy,valero,-2.674,1.704,-4.378,2.364,2.267,-2.927
68,Bryce Molder,valero,-0.674,-0.931,0.257,-2.654,-2.943,4.666
69,Anirban Lahiri,valero,-5.674,-2.772,-2.902,-2.71,-0.914,0.852
70,Adam Hadwin,valero,-5.674,-2.922,-2.752,0.123,-1.611,-1.434
71,Søren Kjeldsen,valero,-2.674,-3.563,0.889,-1.273,-1.757,-0.533
72,Tom Hoge,valero,0.326,2.798,-2.472,0.785,3.453,-1.44
73,Julián Etulain,valero,-7.674,-4.619,-3.055,0.674,-3.683,-1.61
74,Brad Fritsch,valero,-4.674,-1.486,-3.188,-4.619,1.535,1.598
75,Steven Alker,valero,-8.674,-10.092,1.418,-3.027,-9.19,2.125
76,Brendan Steele,valero,-2.674,-1.616,-1.058,-2.36,-1.725,2.469
1,Jon Rahm,wellsfargo,10.783,7.891,2.891,6.24,0.638,1.014
2,Pat Perez,wellsfargo,11.783,6.569,5.213,-0.752,5.737,1.585
3,Kevin Tway,wellsfargo,9.783,5.715,4.067,3.281,1.302,1.133
4,Brian Harman,wellsfargo,12.783,9.026,3.756,2.216,3.92,2.891
4,Brandon Hagy,wellsfargo,6.783,3.786,2.996,4.123,2.89,-3.226
6,Morgan Hoffmann,wellsfargo,7.783,4.982,2.8,1.174,1.855,1.954
6,Dustin Johnson,wellsfargo,11.783,9.345,2.437,4.26,6.822,-1.736
8,Jonathan Randolph,wellsfargo,8.783,3.63,5.152,0.577,3.373,-0.319
9,Smylie Kaufman,wellsfargo,9.783,5.099,4.683,4.404,-1.156,1.852
9,Ben Martin,wellsfargo,6.783,4.913,1.869,0.821,4.953,-0.86
11,Byeong Hun An,wellsfargo,8.783,7.095,1.687,3.26,3.364,0.472
12,Zach Johnson,wellsfargo,6.783,3.668,3.114,1.076,2.363,0.23
13,David Lingmerth,wellsfargo,6.783,1.623,5.159,0.22,0.14,1.264
14,Phil Mickelson,wellsfargo,6.783,2.65,4.132,1.022,4.27,-2.641
15,Rafa Cabrera Bello,wellsfargo,5.783,1.167,4.615,1.214,-0.406,0.36
16,Vaughn Taylor,wellsfargo,7.783,3.132,4.65,0.059,-0.861,3.935
17,Robert Streb,wellsfargo,5.783,6.426,-0.644,4.122,0.435,1.87
18,Paul Casey,wellsfargo,7.783,5.871,1.911,3.124,4.183,-1.435
19,Nick Taylor,wellsfargo,8.783,7.967,0.815,2.151,5.027,0.79
20,Francesco Molinari,wellsfargo,5.783,11.517,-5.735,3.278,6.208,2.032
21,Graeme McDowell,wellsfargo,6.783,-1.274,8.056,0.188,-1.861,0.4
22,Xander Schauffele,wellsfargo,5.783,2.282,3.5,5.581,-4.561,1.263
23,D.A. Points,wellsfargo,7.783,6.081,1.701,0.776,4.803,0.503
24,Tag Ridings,wellsfargo,2.783,1.971,0.811,2.781,0.347,-1.156
25,Brett Drewitt,wellsfargo,4.783,-0.11,4.892,-0.611,-0.103,0.605
26,Shane Lowry,wellsfargo,5.783,3.001,2.781,1.411,2.159,-0.568
27,J.B. Holmes,wellsfargo,3.783,4.079,-0.297,1.917,0.488,1.675
28,Seung-Yul Noh,wellsfargo,9.783,7.987,1.795,-0.323,4.057,4.254
29,Billy Hurley III,wellsfargo,8.783,6.8,1.982,-2.658,6.647,2.812
30,Adam Scott,wellsfargo,3.783,1.837,1.945,0.93,1.03,-0.122
30,Julián Etulain,wellsfargo,3.783,2.62,1.162,-0.469,-1.671,4.761
32,Zac Blair,wellsfargo,7.783,-4.943,12.725,-4.106,1.015,-1.851
33,Curtis Luck,wellsfargo,0.783,-0.438,1.22,-0.91,1.417,-0.944
34,Alex Noren,wellsfargo,4.783,2.789,1.993,1.416,-0.719,2.093
35,Daniel Berger,wellsfargo,3.783,4.292,-0.51,3.467,3.241,-2.415
36,J.T. Poston,wellsfargo,5.783,5.13,0.652,0.738,2.861,1.532
37,Retief Goosen,wellsfargo,1.783,3.233,-1.451,-1.961,5.605,-0.41
38,Chez Reavie,wellsfargo,2.783,2.984,-0.202,2.349,-3.888,4.524
39,Chad Collins,wellsfargo,4.783,-0.022,4.804,-1.741,2.104,-0.384
40,John Peterson,wellsfargo,3.783,1.049,2.733,1.86,0.28,-1.09
41,Emiliano Grillo,wellsfargo,2.783,-0.196,2.978,1.287,3.311,-4.793
42,Patrick Reed,wellsfargo,7.783,3.455,4.327,-3.08,3.775,2.761
43,Lucas Glover,wellsfargo,0.783,-2.662,3.444,2.67,-8.054,2.723
44,Luke List,wellsfargo,0.783,5.085,-4.303,3.527,0.424,1.135
45,Nick Watney,wellsfargo,-0.217,3.039,-3.257,1.33,2.835,-1.125
46,Hudson Swafford,wellsfargo,1.783,2.545,-0.763,2.04,0.072,0.434
46,Mackenzie Hughes,wellsfargo,4.783,-0.14,4.922,-0.123,-2.33,2.314
48,Ryan Armour,wellsfargo,-0.217,-2.652,2.434,-0.469,-0.088,-2.094
49,Martin Laird,wellsfargo,2.783,4.929,-2.147,-0.616,1.322,4.224
49,Kyle Reifers,wellsfargo,2.783,1.026,1.756,-0.562,2,-0.411
51,Bryce Molder,wellsfargo,3.783,4.812,-1.03,-1.313,1.649,4.477
52,Mark Anderson,wellsfargo,5.783,0.963,4.819,2.51,-0.805,-0.741
53,Tyrone Van Aswegen,wellsfargo,2.783,2.112,0.67,-1.416,2.049,1.48
54,Gonzalo Fernandez-Castaño,wellsfargo,2.783,4.4,-1.618,-1.228,2.01,3.619
55,Grayson Murray,wellsfargo,-1.217,1.668,-2.886,5.013,1.099,-4.443
56,Spencer Levin,wellsfargo,4.783,2.833,1.949,-1.781,3.744,0.871
57,Hunter Mahan,wellsfargo,0.783,-0.19,0.972,-1.14,0.906,0.045
58,Jason Kokrak,wellsfargo,-2.217,3.122,-5.34,1.493,0.742,0.888
59,Seamus Power,wellsfargo,1.783,-0.523,2.305,1.456,-0.413,-1.565
60,Chris Kirk,wellsfargo,-5.217,-3.348,-1.87,-3.314,-2.105,2.072
61,Tyler Aldridge,wellsfargo,0.783,-3.745,4.527,-2.839,-0.728,-0.177
62,Justin Lower,wellsfargo,-0.217,-0.628,0.41,-2.259,0.933,0.699
63,James Hahn,wellsfargo,-0.217,1.278,-1.496,-0.228,3.507,-2
64,Robby Shelton,wellsfargo,0.783,1.193,-0.411,0.134,-3.118,4.178
64,Matt Jones,wellsfargo,-2.217,-1.419,-0.799,-0.936,-1.326,0.844
66,Patton Kizzire,wellsfargo,-2.217,0.544,-2.762,-0.524,2.25,-1.181
67,J.J. Henry,wellsfargo,-2.217,-1.041,-1.177,2.137,0.986,-4.163
67,Ken Duke,wellsfargo,-7.217,-2.216,-5.002,-0.674,1.152,-2.693
69,Brian Gay,wellsfargo,0.783,1.851,-1.069,-3.389,1.447,3.794
70,Miguel Angel Carballo,wellsfargo,-6.217,-7.465,1.247,-0.856,-2.939,-3.669
71,Shawn Stefani,wellsfargo,-1.217,1.926,-3.144,0.859,-1.17,2.238
72,Ricky Barnes,wellsfargo,-1.217,-4.105,2.887,-5.022,-1.117,2.035
73,Brad Fritsch,wellsfargo,-5.217,-5.627,0.409,-2.607,-3.956,0.937
74,Ryan Blaum,wellsfargo,-2.217,-3.213,0.995,-0.673,-1.942,-0.597
1,Adam Scott,players,10.644,7.043,3.601,3.029,3.678,0.336
1,Lucas Glover,players,10.644,8.115,2.529,3.554,1.301,3.26
3,Chris Kirk,players,7.644,4.901,2.743,1.621,3.5,-0.22
4,Brendan Steele,players,10.644,6.184,4.46,2.35,3.15,0.684
5,Si Woo Kim,players,15.644,14.484,1.16,5.451,4.109,4.924
6,Bernd Wiesberger,players,7.644,9.489,-1.845,1.604,6.097,1.788
7,Louis Oosthuizen,players,12.644,5.454,7.19,0.826,2.807,1.821
7,Henrik Stenson,players,6.644,2.126,4.518,0.898,1.835,-0.607
9,Patrick Reed,players,5.644,4.789,0.855,1.049,4.783,-1.043
10,Emiliano Grillo,players,8.644,7.581,1.063,2.88,3.971,0.73
11,Yuta Ikeda,players,5.644,6.454,-0.81,-0.371,6.939,-0.114
12,Kyle Stanley,players,11.644,9.417,2.227,2.647,4.716,2.054
13,Patrick Cantlay,players,5.644,4.041,1.603,5.804,2.218,-3.981
14,Rickie Fowler,players,-1.356,-3.024,1.668,-1.877,-0.72,-0.427
15,Hideki Matsuyama,players,5.644,6.495,-0.851,1.745,4.971,-0.221
16,Webb Simpson,players,6.644,3.594,3.05,0.818,1.401,1.375
17,Vijay Singh,players,6.644,2.021,4.623,3.005,-2.113,1.129
18,Mackenzie Hughes,players,6.644,1.612,5.032,1.901,-1.12,0.831
18,Blayne Barber,players,6.644,-1.51,8.154,-1.355,2.154,-2.309
20,Seung-Yul Noh,players,5.644,0.093,5.551,-4.822,1.264,3.651
21,Ian Poulter,players,12.644,13.587,-0.943,0.591,7.091,5.905
22,Charley Hoffman,players,4.644,4.602,0.042,2.558,-0.991,3.035
22,Sergio Garcia,players,4.644,10.464,-5.82,3.299,3.506,3.659
24,Brooks Koepka,players,6.644,1.053,5.591,0.1,0.36,0.593
25,Zach Johnson,players,1.644,4.082,-2.438,1.159,4.018,-1.095
26,Rafa Cabrera Bello,players,11.644,3.868,7.776,-1.264,4.3,0.832
27,Tommy Fleetwood,players,2.644,6.183,-3.539,3.262,-0.228,3.149
28,Ben Martin,players,4.644,8.027,-3.383,2.94,3.493,1.594
29,Dustin Johnson,players,7.644,5.143,2.501,3.681,1.348,0.114
30,Francesco Molinari,players,10.644,9.687,0.957,1.015,7.734,0.938
31,Phil Mickelson,players,2.644,0.028,2.616,-1.055,3.504,-2.421
31,Smylie Kaufman,players,7.644,5.476,2.168,0.855,5.077,-0.456
33,Adam Hadwin,players,4.644,3.403,1.241,-0.625,3.585,0.443
34,J.B. Holmes,players,2.644,-2.527,5.171,0.946,-4.849,1.376
35,Brian Harman,players,0.644,3.973,-3.329,4.787,-4.518,3.704
36,Jason Day,players,-1.356,-1.362,0.006,-0.761,-1.403,0.802
37,Chez Reavie,players,-0.356,-2.814,2.458,-1.631,2.798,-3.981
38,Pat Perez,players,5.644,5.328,0.316,-1.338,5.765,0.901
38,Harold Varner III,players,3.644,5.771,-2.127,0.971,3.986,0.814
38,Jim Herman,players,3.644,2.821,0.823,1.443,-0.353,1.731
41,Steve Stricker,players,2.644,-3.976,6.62,0.53,-3.179,-1.327
42,Alex Noren,players,9.644,14.789,-5.145,4.203,6.477,4.109
43,Aaron Baddeley,players,2.644,-2.131,4.775,-5.855,4.118,-0.394
44,Daniel Berger,players,-2.356,-2.675,0.319,-1.771,3.078,-3.982
45,Boo Weekley,players,1.644,10.083,-8.439,3.471,9.032,-2.42
46,Paul Casey,players,5.644,6.8,-1.156,1.159,6.708,-1.067
46,Tyrrell Hatton,players,2.644,0.252,2.392,1.529,-0.952,-0.325
48,Rory McIlroy,players,3.644,-0.662,4.306,2.465,-1.862,-1.265
49,Jason Dufner,players,-1.356,-0.682,-0.674,3.771,0.618,-5.071
49,Kevin Chappell,players,3.644,3.048,0.596,-1.117,4.544,-0.379
51,Martin Kaymer,players,-3.356,-3.726,0.37,1.216,-4.746,-0.196
52,William McGirt,players,5.644,3.671,1.973,0.086,3.369,0.216
53,Billy Hurley III,players,2.644,-5.308,7.952,-6.03,0.694,0.028
54,Cameron Tringale,players,3.644,4.525,-0.881,-4.965,3.558,5.932
55,Justin Rose,players,-2.356,-0.322,-2.034,0.112,-3.905,3.471
56,Sung Kang,players,4.644,2.686,1.958,1.294,5.137,-3.745
56,Cody Gribble,players,1.644,-2.337,3.981,-2.102,-0.827,0.592
58,Ryan Moore,players,0.644,-1.107,1.751,-0.007,-0.025,-1.075
59,Kevin Kisner,players,-0.356,0.038,-0.394,4.725,-1.495,-3.192
60,Keegan Bradley,players,-1.356,-1.113,-0.243,4.2,-4.635,-0.678
60,Russell Henley,players,3.644,5.036,-1.392,3.237,-2.968,4.767
62,Rod Pampling,players,1.644,2.311,-0.667,-0.764,-0.457,3.532
63,Jimmy Walker,players,-0.356,1.661,-2.017,0.423,2.343,-1.105
64,Branden Grace,players,1.644,1.969,-0.325,0.663,-0.899,2.205
65,Roberto Castro,players,-0.356,3.344,-3.7,0.568,0.236,2.54
66,Michael Kim,players,-1.356,-6.711,5.355,-2.518,-1.789,-2.404
67,David Hearn,players,-3.356,-5.137,1.781,-3.039,-2.711,0.613
68,Daniel Summerhays,players,0.644,-2.062,2.706,0.782,-1.819,-1.025
69,Ricky Barnes,players,-2.356,1.602,-3.958,-2.406,4.084,-0.076
70,Graeme McDowell,players,-3.356,-7.903,4.547,1.181,-5.945,-3.139
71,Lee Westwood,players,-2.356,-4.839,2.483,-1.784,-4.241,1.186
1,Billy Horschel,byronnelson,14.473,6.088,8.385,2.626,0.603,2.859
2,Jason Day,byronnelson,14.473,6.631,7.842,3.26,-0.362,3.733
3,Sean O'Hair,byronnelson,10.473,5.096,5.377,4.512,0.291,0.293
4,Danny Lee,byronnelson,10.473,6.48,3.993,0.658,6.533,-0.711
5,Jason Kokrak,byronnelson,12.473,6.077,6.396,4.585,1.485,0.007
6,James Hahn,byronnelson,13.473,14.309,-0.836,3.805,7.428,3.076
7,Tony Finau,byronnelson,8.473,8.698,-0.225,4.184,3.575,0.939
8,Dustin Johnson,byronnelson,8.473,7.165,1.308,6.697,-0.157,0.625
9,Charley Hoffman,byronnelson,3.473,0.988,2.485,4.465,0.641,-4.118
10,Ollie Schniederjans,byronnelson,1.473,3.151,-1.678,2.676,0.334,0.141
11,Chad Campbell,byronnelson,8.473,1.935,6.538,0.738,2.151,-0.954
12,Byeong Hun An,byronnelson,10.473,8.238,2.235,5.698,1.787,0.753
13,Grayson Murray,byronnelson,5.473,1.728,3.745,1.278,3.474,-3.024
13,Scott Stallings,byronnelson,6.473,6.315,0.158,3.176,0.689,2.45
15,Cameron Tringale,byronnelson,9.473,6.22,3.253,-0.835,5.175,1.88
16,Joel Dahmen,byronnelson,9.473,7.372,2.101,2.521,3.48,1.371
17,Matt Kuchar,byronnelson,9.473,10.5,-1.027,4.558,6.039,-0.097
18,Sergio Garcia,byronnelson,6.473,3.543,2.93,3.095,-0.735,1.183
19,Keegan Bradley,byronnelson,5.473,3.611,1.862,1.055,1.447,1.109
20,Boo Weekley,byronnelson,3.473,6.432,-2.959,3.582,5.874,-3.024
21,Nick Taylor,byronnelson,9.473,5.38,4.093,1.933,0.113,3.334
22,Marc Leishman,byronnelson,8.473,13.961,-5.488,4.53,7.795,1.636
23,Morgan Hoffmann,byronnelson,5.473,4.231,1.242,1.022,-0.422,3.631
23,Bud Cauley,byronnelson,10.473,6.813,3.66,-3.24,7.262,2.791
25,Patrick Rodgers,byronnelson,5.473,1.615,3.858,-0.231,0.062,1.784
25,Scott Brown,byronnelson,4.473,5.46,-0.987,3.746,1.505,0.209
27,Jason Dufner,byronnelson,8.473,5.455,3.018,2.345,2.612,0.498
28,Smylie Kaufman,byronnelson,4.473,3.582,0.891,2.578,-0.087,1.091
29,Scott Piercy,byronnelson,6.473,10.581,-4.108,0.088,9.401,1.092
29,Kyle Reifers,byronnelson,6.473,5.289,1.184,2.606,1.69,0.993
31,Louis Oosthuizen,byronnelson,7.473,4.612,2.861,3.998,0.088,0.526
32,Jamie Lovemark,byronnelson,7.473,9.569,-2.096,6.636,3.537,-0.604
33,Patrick Reed,byronnelson,6.473,0.909,5.564,-4.747,0.636,5.02
34,Ian Poulter,byronnelson,4.473,5.958,-1.485,-2.605,6.953,1.61
35,J.J. Henry,byronnelson,5.473,10.87,-5.397,3.589,6.459,0.822
36,Gary Woodland,byronnelson,3.473,3.201,0.272,1.809,0.097,1.295
37,Jhonattan Vegas,byronnelson,4.473,3.087,1.386,1.006,2.83,-0.749
38,Kevin Tway,byronnelson,6.473,5.162,1.311,1.803,1.789,1.57
39,Sung Kang,byronnelson,6.473,2.554,3.919,1.791,-1.117,1.88
40,Nick Watney,byronnelson,3.473,1.323,2.15,1.937,-1.41,0.796
41,Ryan Palmer,byronnelson,5.473,4.229,1.244,2.593,1.499,0.137
42,Ernie Els,byronnelson,4.473,2.505,1.968,1.692,1.629,-0.816
42,Brett Stegmaier,byronnelson,0.473,1.611,-1.138,2.896,-1.431,0.146
42,Michael Kim,byronnelson,3.473,7.209,-3.736,-2.785,8.7,1.294
45,Beau Hossler,byronnelson,-1.527,0.671,-2.198,5.301,-1.263,-3.367
46,Ryan Armour,byronnelson,5.473,7.142,-1.669,-0.347,5.321,2.168
47,Daniel Summerhays,byronnelson,3.473,2.824,0.649,-0.223,0.994,2.053
48,Brooks Koepka,byronnelson,2.473,5.609,-3.136,1.2,0.991,3.418
48,Michael Putnam,byronnelson,3.473,2.436,1.037,2.117,0.628,-0.309
48,Brendon Todd,byronnelson,-4.527,-8.308,3.781,-3.248,-5.418,0.358
51,Dominic Bozzelli,byronnelson,2.473,-4.807,7.28,1.056,-3.774,-2.089
52,Jason Bohn,byronnelson,3.473,1.863,1.61,-0.977,2.875,-0.035
52,Seamus Power,byronnelson,0.473,6.606,-6.133,1.545,2.607,2.454
54,Will Wilcox,byronnelson,5.473,6.098,-0.625,-1.669,1.7,6.067
55,Zac Blair,byronnelson,3.473,2.992,0.481,0.074,2.739,0.179
56,Greg Owen,byronnelson,-1.527,0.987,-2.514,1.705,-1.806,1.088
57,Ricky Barnes,byronnelson,-0.527,-2.977,2.45,-4.317,0.22,1.12
58,Tom Hoge,byronnelson,1.473,-5.108,6.581,-2.647,-1.928,-0.533
59,Brian Gay,byronnelson,2.473,-1.088,3.561,-0.941,1.587,-1.734
60,Ryan Brehm,byronnelson,-1.527,-1.605,0.078,0.932,-1.081,-1.456
61,Rod Pampling,byronnelson,-0.527,-3.976,3.449,0.024,-3.197,-0.803
62,Ken Duke,byronnelson,-2.527,-0.051,-2.476,-3.442,1.704,1.687
63,John Huh,byronnelson,3.473,1.453,2.02,-1.402,2.801,0.054
63,Sebastián Muñoz,byronnelson,2.473,0.373,2.1,-2.187,-1.075,3.635
65,Geoff Ogilvy,byronnelson,-1.527,-3.436,1.909,0.888,-4.563,0.239
66,Billy Hurley III,byronnelson,2.473,-2.023,4.496,-7.498,4.688,0.787
67,Bob Estes,byronnelson,-4.527,-3.4,-1.127,-5.568,2.28,-0.112
68,Spencer Levin,byronnelson,-2.527,-0.954,-1.573,-1.719,-0.857,1.622
69,J.J. Spaun,byronnelson,-10.527,-6.909,-3.618,0.085,-4.395,-2.599
69,Alex Moon,byronnelson,-2.527,-4.903,2.376,-4.912,1.804,-1.795
71,Peter Malnati,byronnelson,-1.527,-2.234,0.707,-3.869,-0.795,2.43
72,Nicholas Lindheim,byronnelson,-2.527,-2.414,-0.113,-1.701,-0.556,-0.157
73,D.A. Points,byronnelson,-8.527,-4.162,-4.365,-2.147,-0.896,-1.119
74,Greg Chalmers,byronnelson,-5.527,-7.371,1.844,-5.362,-4.221,2.212
1,Sean O'Hair,schwab,12.96,2.346,10.615,1.506,0.973,-0.133
1,Danny Lee,schwab,10.96,8.665,2.296,0.737,7.391,0.537
3,Jon Rahm,schwab,12.96,11.445,1.516,4.626,7.241,-0.422
4,Scott Piercy,schwab,9.96,8.515,1.446,2.449,4.986,1.08
5,Kevin Kisner,schwab,13.96,8.241,5.72,0.873,3.236,4.132
6,David Lingmerth,schwab,6.96,4.347,2.614,2.005,1.574,0.768
7,Paul Casey,schwab,7.96,4.836,3.125,-0.56,5.238,0.158
8,Jordan Spieth,schwab,12.96,7.99,4.971,-0.061,6.281,1.77
9,Sam Saunders,schwab,4.96,3.571,1.39,1.8,3.884,-2.113
10,Webb Simpson,schwab,11.96,6.616,5.345,0.623,4.161,1.832
11,Kevin Tway,schwab,5.96,4.05,1.911,0.59,3.017,0.443
12,Matt Kuchar,schwab,6.96,6.809,0.152,3.266,3.441,0.102
13,Stewart Cink,schwab,7.96,7.251,0.71,1.972,4.584,0.695
14,Emiliano Grillo,schwab,4.96,2.217,2.744,1.03,0.845,0.342
15,Kevin Streelman,schwab,5.96,4.33,1.631,-1.163,7.138,-1.645
16,Sergio Garcia,schwab,6.96,6.163,0.798,4.395,2.803,-1.035
16,Steve Stricker,schwab,9.96,6.528,3.433,-0.21,2.914,3.824
16,Brian Stuard,schwab,4.96,2.425,2.536,-1.292,4.829,-1.112
19,Scott Brown,schwab,6.96,9.994,-3.033,1.303,6.607,2.084
20,Billy Horschel,schwab,2.96,4.143,-1.182,1.13,0.181,2.832
21,Charley Hoffman,schwab,4.96,8.06,-3.099,3.766,6.645,-2.351
22,Whee Kim,schwab,2.96,-0.363,3.324,-3.945,4.885,-1.303
23,Vaughn Taylor,schwab,5.96,4.553,1.408,-0.75,2.221,3.082
24,Cody Gribble,schwab,1.96,0.701,1.26,4.122,-4.37,0.949
25,Billy Hurley III,schwab,1.96,0.319,1.642,-3.09,3.979,-0.57
26,Bud Cauley,schwab,1.96,0.676,1.285,3.015,-1.792,-0.547
27,Curtis Luck,schwab,2.96,5.358,-2.397,2.932,-0.369,2.795
27,Graeme McDowell,schwab,3.96,3.127,0.834,0.718,0.953,1.456
29,Jonas Blixt,schwab,5.96,8.004,-2.043,-1.232,7.256,1.98
30,Brian Harman,schwab,9.96,3.296,6.665,-1.416,3.242,1.47
31,Bill Haas,schwab,6.96,2.81,4.151,0.609,1.173,1.028
32,J.T. Poston,schwab,1.96,-0.578,2.539,-1.305,2.517,-1.79
33,Phil Mickelson,schwab,3.96,6.565,-2.604,1.43,4.572,0.563
33,Yuta Ikeda,schwab,-0.04,1.597,-1.636,0.834,1.1,-0.337
35,Kelly Kraft,schwab,5.96,2.952,3.009,1.412,5.635,-4.095
36,Sung Kang,schwab,-1.04,0.897,-1.936,1.793,-0.182,-0.714
37,Ricky Barnes,schwab,5.96,5.119,0.842,-0.851,5.976,-0.006
38,Ollie Schniederjans,schwab,3.96,2.051,1.91,1.698,-1.266,1.619
39,Ryan Blaum,schwab,4.96,-0.687,5.648,-2.273,2.044,-0.458
40,Harris English,schwab,3.96,1.241,2.72,-1.577,-0.394,3.212
41,Brandt Snedeker,schwab,0.96,-2.93,3.891,-4.05,0.546,0.574
42,Morgan Hoffmann,schwab,6.96,4.008,2.953,2.085,-1.699,3.622
43,William McGirt,schwab,-2.04,2.257,-4.296,2.374,-0.96,0.843
